Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB64SL	TB65SR	TB66SL	TB64SR	TB65SL	TB66SR	TB61SL	TB61SR	TB68SL	TB68SR
11	76210571	76217665	-	Gemin4	protein_coding	Gemin4	ensembl_havana	0.846881	0.582623	1.82524	0.362473	1.60446	0.673094	1.47335	0.63898	0.90636	0.4894
11	58120002	58168540	-	Gemin5	protein_coding	Gemin5	ensembl_havana	9.78392	8.95302	12.047	9.01368	9.94714	10.964	10.4911	10.7166	9.1093	9.13527
17	80224441	80228498	+	Gemin6	protein_coding	Gemin6	ensembl_havana	0.664346	1.01748	0.881943	0.74434	0.776275	0.760435	1.17628	1.10502	1.12549	0.6367
6	117808720	117809221	+	Gemin6-ps	processed_pseudogene	Gemin6-ps	ensembl_havana	0.0001	0.0001	0.0001	0.0001	0.0001	0.0392104	0.040658	0.0666615	0.00628906	0.01071
7	19564946	19577596	-	Gemin7	protein_coding	Gemin7	ensembl_havana	4.09629	4.33292	4.05061	4.50689	3.33168	4.55696	4.06942	4.49966	4.65031	4.97619
X	166170454	166190513	+	Gemin8	protein_coding	Gemin8	ensembl_havana	2.04819	1.72365	1.40507	1.58505	2.10174	1.33632	1.50075	1.91632	1.83592	1.64465
12	11238920	11265802	-	Gen1	protein_coding	Gen1	ensembl_havana	0.5398	1.13717	0.777318	0.24818	0.812099	0.514029	0.743663	0.505968	0.658346	0.668529
5	139252324	139270052	+	Get4	protein_coding	Get4	ensembl_havana	6.28097	7.10385	7.94799	5.83022	4.8575	6.57886	6.55864	6.45737	6.17205	7.33967
11	102887336	102900913	-	Gfap	protein_coding	Gfap	ensembl_havana	18.4468	6.73873	36.8728	1.6264	1.49274	2.1586	12.7218	0.266346	5.58456	20.2865
17	24693187	24696157	-	Gfer	protein_coding	Gfer	ensembl_havana	3.45972	3.31555	3.96093	2.93571	3.08092	2.95805	3.05547	3.31486	3.47182	3.24676
5	107716657	107726037	-	Gfi1	protein_coding	Gfi1	ensembl_havana	0.0692923	0.0120691	0.0001	0.0690111	0.0001	0.034362	0.0271387	0.0134123	0.116886	0.0001
3	67430096	67476530	+	Gfm1	protein_coding	Gfm1	ensembl_havana	13.3542	11.3468	11.6733	12.7349	14.3295	14.4358	11.6132	11.4487	13.8021	12.0849
13	97137937	97181196	+	Gfm2	protein_coding	Gfm2	ensembl_havana	18.2115	19.5696	17.0391	17.3381	17.9596	17.1311	16.0881	17.9052	17.8895	18.0477
13	43195245	43304173	-	Gfod1	protein_coding	Gfod1	ensembl_havana	3.61194	3.53099	4.55878	3.14244	3.5108	4.05443	3.46105	2.76906	3.75847	4.0319
8	105713854	105758665	-	Gfod2	protein_coding	Gfod2	ensembl_havana	4.87124	5.55377	7.08474	5.15465	4.5258	5.60765	5.73229	4.5396	4.62905	4.05312
6	87042846	87092198	+	Gfpt1	protein_coding	Gfpt1	ensembl_havana	54.5652	51.2524	55.6161	49.9608	52.5767	61.4786	55.1996	59.3198	59.8684	54.2597
11	49794178	49838614	+	Gfpt2	protein_coding	Gfpt2	ensembl_havana	12.9529	9.7669	12.5103	10.9983	11.3203	12.1745	12.6272	11.7948	10.6807	8.20162
19	58235604	58455910	-	Gfra1	protein_coding	Gfra1	ensembl_havana	24.3697	29.049	35.3633	31.5476	25.5659	13.7848	24.362	18.8638	24.992	20.0319
14	70890120	70979839	+	Gfra2	protein_coding	Gfra2	ensembl_havana	10.0468	8.42637	11.2398	8.33835	7.83349	9.23938	6.50291	6.37671	8.36618	8.63665
18	34689898	34720388	-	Gfra3	protein_coding	Gfra3	ensembl_havana	1.56385	1.54412	1.30045	1.0062	1.73157	1.3249	1.01405	1.02515	1.8262	1.61282
2	131039632	131043089	-	Gfra4	protein_coding	Gfra4	ensembl_havana	0.429092	0.167668	0.418602	0.179269	0.346394	0.605395	0.446238	0.372845	0.392924	0.764019
7	45176349	45179570	-	Gfy	protein_coding	Gfy	ensembl_havana	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.1062
15	78877190	78894586	+	Gga1	protein_coding	Gga1	ensembl_havana	11.0985	11.4545	10.2683	10.5021	9.26643	9.95886	10.9102	8.90604	9.30047	8.68968
7	121986722	122021223	-	Gga2	protein_coding	Gga2	ensembl_havana	22.7764	22.49	21.9104	21.5549	20.2881	24.2918	22.82	21.509	23.2373	20.9231
11	115584255	115604052	-	Gga3	protein_coding	Gga3	ensembl_havana	11.8881	12.2589	11.9016	12.0682	12.4092	10.9009	12.917	11.2162	11.65	11.3182
14	122816223	122913758	-	Ggact	protein_coding	Ggact	ensembl_havana	17.6581	18.8634	19.9537	19.5708	20.6225	14.8583	15.7637	15.0563	15.7874	15.3422
6	54982580	54992951	-	Ggct	protein_coding	Ggct	ensembl_havana	1.96516	2.1306	1.59938	2.27417	2.06592	1.8274	1.93336	1.67745	2.02792	2.03722
6	72414308	72430713	+	Ggcx	protein_coding	Ggcx	ensembl_havana	24.1484	27.7325	25.3943	23.8297	23.0823	26.2674	24.0782	25.7061	25.0667	28.0104
4	20042052	20066751	+	Ggh	protein_coding	Ggh	ensembl_havana	14.572	16.8526	14.8569	13.4378	12.7533	15.6921	12.519	14.7368	15.2141	11.7029
7	29170210	29173977	+	Ggn	protein_coding	Ggn	ensembl_havana	0.0554538	0.0838839	0.508281	0.275744	0.2031	0.376982	0.446238	0.17316	0.329223	0.45633
17	27017987	27037625	+	Ggnbp1	protein_coding	Ggnbp1	ensembl_havana	1.8747	1.18254	1.92783	1.19813	2.36526	1.55488	1.81817	1.53229	1.85579	1.97124
11	84832361	84870818	-	Ggnbp2	protein_coding	Ggnbp2	ensembl_havana	25.9333	26.4877	25.9473	25.2629	25.1123	26.0734	25.4569	25.1469	26.7653	23.9361
13	14050659	14063489	-	Ggps1	protein_coding	Ggps1	ensembl_havana	31.5098	31.419	31.4325	29.935	30.8202	31.715	31.4457	30.2988	28.6227	28.9865
10	75561604	75586201	+	Ggt1	protein_coding	Ggt1	ensembl_havana	14.3229	23.256	15.694	16.4147	14.831	16.4801	17.5211	16.9333	17.4755	15.2784
10	75589340	75617201	+	Ggt5	protein_coding	Ggt5	ensembl_havana	4.38689	4.15339	4.48405	4.42419	4.31086	4.10011	4.21813	3.50124	3.72662	3.83031
11	72435526	72438401	+	Ggt6	protein_coding	Ggt6	ensembl_havana	0.775054	0.27539	0.523228	0.12414	0.346394	0.18283	0.284006	0.505968	0.233671	0.0849799
2	155490379	155518238	-	Ggt7	protein_coding	Ggt7	ensembl_havana	3.19679	2.31014	2.88477	2.79789	2.56745	1.48478	2.12263	2.07682	1.86867	4.71094
2	35400179	35463232	-	Ggta1	protein_coding	Ggta1	ensembl_havana	14.8765	13.9202	16.8298	13.7823	13.3981	17.565	16.4937	18.0783	15.0018	10.5889
11	106300271	106301866	-	Gh	protein_coding	Gh	ensembl_havana	0.166162	0.0120691	0.029993	0.110358	0.0001	0.0457826	0.0541773	0.0932862	0.0956518	0.0849799
11	100766032	100770958	-	Ghdc	protein_coding	Ghdc	ensembl_havana	5.50781	5.01516	6.02354	3.8729	4.17951	4.37421	4.8265	4.79253	4.76708	4.84887
14	37120092	37135273	-	Ghitm	protein_coding	Ghitm	ensembl_havana	95.511	93.6256	91.3063	87.916	85.3771	104.272	98.8334	96.4323	97.5511	88.2507
15	3317760	3583493	-	Ghr	protein_coding	Ghr	ensembl_havana	35.2331	27.4574	31.3879	30.569	31.6799	34.1367	36.3127	36.5955	35.0568	31.4801
2	157329497	157347507	-	Ghrh	protein_coding	Ghrh	ensembl_havana	0.0831308	0.119791	0.149565	0.0138822	0.10757	0.0572033	0.0271387	0.0666615	0.0107169	0.05315
6	113716119	113719881	-	Ghrl	protein_coding	Ghrl	ensembl_havana	0.0001	0.0360074	0.0001	0.0414466	0.071747	0.034362	0.0001	0.0666615	0.0107169	0.01071
11	60417145	60450928	+	Gid4	protein_coding	Gid4	ensembl_havana	27.9538	27.2059	28.1293	26.5171	24.3242	28.4947	29.2018	27.8628	25.9477	26.5039
2	180710117	180718734	+	Gid8	protein_coding	Gid8	ensembl_havana	11.666	11.7896	12.7343	11.3285	11.4266	10.8839	12.37	12.913	11.8592	11.2256
5	137518548	137527936	+	Gigyf1	protein_coding	Gigyf1	ensembl_havana	19.6092	17.1279	16.2469	17.2278	16.0012	15.201	18.3864	18.4643	16.9128	14.0371
1	87326998	87450797	+	Gigyf2	protein_coding	Gigyf2	ensembl_havana	44.2138	40.8628	40.3256	46.3632	44.2778	44.0609	44.8303	42.0534	43.5189	46.3973
6	48739054	48743796	+	Gimap1	protein_coding	Gimap1	ensembl_havana	1.81364	1.88883	1.38294	2.44344	1.88199	2.67623	2.34894	2.19936	1.95438	1.97356
6	48738346	48741445	-	Gimap1os	lncRNA	Gimap1os	havana	0.138485	0.0599456	0.25419	0.234398	0.143394	0.0914652	0.0676966	0.159848	0.0425675	0.0001
6	48764464	48770852	-	Gimap3	protein_coding	Gimap3	ensembl_havana	0.378734	0.251452	0.104725	0.358438	0.155335	0.308458	0.297525	0.599154	0.116886	0.20169
6	48684549	48692061	+	Gimap4	protein_coding	Gimap4	ensembl_havana	11.5829	11.4425	9.46123	13.0656	9.55302	9.76482	11.0724	10.8762	10.0436	7.98942
6	48746197	48754211	+	Gimap5	protein_coding	Gimap5	ensembl_havana	2.6495	2.27246	2.85488	3.12378	1.36139	2.53263	2.68518	2.31644	1.87906	1.98417
6	48701582	48708226	-	Gimap6	protein_coding	Gimap6	ensembl_havana	10.9187	13.2259	9.19219	11.9218	9.66046	10.7812	10.3695	12.3672	11.1372	8.13794
6	48718621	48724637	+	Gimap7	protein_coding	Gimap7	ensembl_havana	0.0416154	0.0001	0.0150465	0.0690111	0.0001	0.0572033	0.0136193	0.0001	0.0638012	0.0001
6	48647234	48660876	+	Gimap8	protein_coding	Gimap8	ensembl_havana	7.61126	7.16961	5.26127	6.82231	6.18563	6.31571	6.35418	6.76276	7.38943	6.18572
6	48676129	48679115	+	Gimap9	protein_coding	Gimap9	ensembl_havana	2.07587	1.9391	2.3467	1.69531	2.07786	1.01654	2.04152	1.9437	1.85805	1.43245
1	97770172	97793710	+	Gin1	protein_coding	Gin1	ensembl_havana	1.93748	3.04026	2.85488	2.97706	3.18839	2.06724	3.12307	2.01026	3.56737	1.8038
10	7767947	7792825	-	Ginm1	protein_coding	Ginm1	ensembl_havana	17.0629	15.8951	17.5323	15.6153	17.8641	16.366	19.468	18.8903	17.9534	15.9683
2	150905400	150931281	+	Gins1	protein_coding	Gins1	ensembl_havana	0.415254	0.359174	0.29903	0.206833	0.501629	0.52545	0.365122	0.279658	0.573411	0.38206
8	120578633	120589305	-	Gins2	protein_coding	Gins2	ensembl_havana	0.373738	0.778093	0.986569	0.399784	0.943452	0.34272	0.730144	0.745589	0.764514	0.838289
8	95633453	95645061	+	Gins3	protein_coding	Gins3	ensembl_havana	1.35627	1.08929	1.71895	1.15781	1.49274	1.3249	1.28444	1.7307	1.46523	1.77197
8	23226616	23237660	-	Gins4	protein_coding	Gins4	ensembl_havana	6.4765	5.30242	6.48688	4.28637	4.96762	5.17366	6.16491	6.50982	5.24483	6.10085
11	96024545	96030832	+	Gip	protein_coding	Gip	ensembl_havana	4.20699	5.02711	3.27339	4.57579	3.95262	3.56334	5.04279	5.00551	4.17251	3.59688
8	83652677	83664695	+	Gipc1	protein_coding	Gipc1	ensembl_havana	13.5618	13.4055	13.6911	12.7624	11.38	11.1352	12.0458	11.249	11.3495	10.5464
3	152093533	152166231	-	Gipc2	protein_coding	Gipc2	ensembl_havana	0.207677	0.143729	0.388709	0.234398	0.215041	0.0914652	0.256967	0.319595	0.223054	0.25474
10	81335265	81343267	-	Gipc3	protein_coding	Gipc3	ensembl_havana	0.318385	0.335235	0.373762	0.275744	0.334452	0.308458	0.229929	0.466031	0.276139	0.05315
7	19156061	19166128	-	Gipr	protein_coding	Gipr	ensembl_havana	0.0692923	0.0240382	0.059886	0.0138822	0.0239823	0.0001	0.0271387	0.0400369	0.148736	0.0849799
11	77493562	77507787	+	Git1	protein_coding	Git1	ensembl_havana	21.422	21.1136	19.8041	18.8266	18.2941	21.6535	20.5629	19.2365	18.325	16.3501
5	114727407	114775518	-	Git2	protein_coding	Git2	ensembl_havana	42.2351	45.5904	44.6154	41.5672	42.8808	45.0659	41.7072	45.3418	42.3508	41.1774
10	56377330	56402514	+	Gja1	protein_coding	Gja1	ensembl_havana	209.978	159.76	222.027	232.847	175.89	117.108	182.113	142.144	161.703	136.934
4	32596960	32602761	-	Gja10	protein_coding	Gja10	ensembl_havana	0.0001	0.0719147	0.0001	0.0001	0.0956293	0.0001	0.0001	0.0001	0.0425675	0.0637599
14	57034460	57058101	-	Gja3	protein_coding	Gja3	ensembl_havana	0.650508	3.50705	0.523227	0.358438	0.262806	0.685339	0.284006	0.119911	0.668963	0.33962
4	127311421	127314040	-	Gja4	protein_coding	Gja4	ensembl_havana	5.41094	5.58968	5.00718	4.94791	3.77351	4.73967	4.06942	5.00553	4.71399	3.61811
3	96904693	97077417	+	Gja5	protein_coding	Gja5	ensembl_havana	4.12396	3.86613	4.42426	3.77643	3.36563	4.63689	2.32542	3.36455	3.31256	3.3953
X	160902116	160907053	-	Gja6	protein_coding	Gja6	ensembl_havana	0.387577	0.454927	0.224297	0.441131	0.382217	0.34272	0.40568	0.359532	0.594645	0.33962
3	96913566	96926021	-	Gja8	protein_coding	Gja8	ensembl_havana	1.13485	42.8376	1.4798	0.454913	0.883746	0.605395	0.229929	0.439406	2.24026	1.4855
X	101376378	101385630	+	Gjb1	protein_coding	Gjb1	ensembl_havana	0.0831308	0.0120691	0.284083	0.0827933	0.0120412	0.0115207	0.0136193	0.159848	0.0001	0.1062
14	57098600	57104703	-	Gjb2	protein_coding	Gjb2	ensembl_havana	37.4193	34.4592	34.5265	29.9351	28.7425	39.0245	39.5712	41.1751	27.7101	23.8301
4	127325235	127330845	-	Gjb3	protein_coding	Gjb3	ensembl_havana	0.968791	0.335235	1.39012	0.868379	0.847922	0.262775	0.419199	0.426094	0.722047	0.44572
4	127351086	127354082	-	Gjb4	protein_coding	Gjb4	ensembl_havana	0.0139385	0.0001	0.119672	0.0414466	0.071747	0.0686239	0.0676966	0.0799739	0.0319506	0.03193
4	127354809	127358182	-	Gjb5	protein_coding	Gjb5	ensembl_havana	0.18	0.107822	0.149565	0.12414	0.0478646	0.0572033	0.040658	0.106598	0.0744181	0.04254
14	57123303	57133612	-	Gjb6	protein_coding	Gjb6	ensembl_havana	17.229	15.8115	13.8405	17.3381	14.3653	17.1539	18.4269	20.5543	13.9932	12
11	102799579	102819701	-	Gjc1	protein_coding	Gjc1	ensembl_havana	9.7424	11.8974	9.86477	10.2541	9.95905	11.6606	9.92331	9.5317	10.7868	8.46685
11	59175568	59183214	-	Gjc2	protein_coding	Gjc2	ensembl_havana	0.373738	0.359174	0.55312	0.193051	0.167276	0.102886	0.297525	0.226409	0.223054	0.30779
5	137953461	137963099	-	Gjc3	protein_coding	Gjc3	ensembl_havana	4.42841	4.3808	4.81287	3.61104	3.68992	3.65471	4.62371	3.72755	4.58659	2.91785
2	114009601	114013620	-	Gjd2	protein_coding	Gjd2	ensembl_havana	0.567477	0.299328	0.642799	0.771904	1.75545	0.125727	0.500315	0.17316	0.573411	4.04251
18	9278607	9282810	-	Gjd4	protein_coding	Gjd4	ensembl_havana	0.0001	0.0120691	0.104725	0.0690111	0.0001	0.0229413	0.0271387	0.0267246	0.0107169	0.03193
10	14715623	14718215	-	Gje1	protein_coding	Gje1	ensembl_havana	0.0139385	0.107822	0.029993	0.0414466	0.0001	0.0001	0.0001	0.0001	0.0638012	0.0849799
X	85701937	85776820	-	Gk	protein_coding	Gk	ensembl_havana	10.6281	7.89973	13.7509	11.1223	10.6874	7.05809	9.89624	12.314	15.0336	8.67906
9	96119362	96184609	+	Gk5	protein_coding	Gk5	ensembl_havana	7.376	7.46884	7.06979	6.51909	7.21255	7.69762	8.08466	8.25373	7.88844	6.53585
13	58233346	58275700	-	Gkap1	protein_coding	Gkap1	ensembl_havana	6.58933	7.86249	7.81722	7.86165	7.86581	7.84203	8.79797	8.9478	8.31019	6.87484
6	87383256	87388936	-	Gkn3	protein_coding	Gkn3	ensembl_havana	1.03798	2.10667	2.1225	1.07511	1.49275	2.36418	1.16276	1.23814	1.17857	1.34757
X	134588149	134601126	-	Gla	protein_coding	Gla	ensembl_havana	8.19246	8.0792	7.59288	8.5313	7.05734	7.42355	7.96296	8.08067	7.50628	8.4668
9	114401076	114474899	+	Glb1	protein_coding	Glb1	ensembl_havana	14.0624	17.172	15.7875	15.3326	16.7901	18.0358	14.9602	15.8455	15.3848	15.4962
1	75198236	75210814	-	Glb1l	protein_coding	Glb1l	ensembl_havana	13.2988	13.4893	13.4071	11.8252	12.3114	11.7063	12.8164	14.0712	11.7636	11.9045
9	26763044	26806469	-	Glb1l2	protein_coding	Glb1l2	ensembl_havana	2.75395	1.95107	2.97445	3.67995	5.63633	1.27921	1.74409	1.14496	2.7711	9.90981
9	26817953	26860891	-	Glb1l3	protein_coding	Glb1l3	ensembl_havana	0.0692923	0.0599456	0.0001	0.0276644	0.10757	0.0686239	0.0001	0.0001	0.0425675	0.70036
6	8509600	8597549	+	Glcci1	protein_coding	Glcci1	ensembl_havana	3.55038	2.60017	3.7515	2.49968	2.56583	2.05218	2.20962	1.95301	2.16126	3.14568
9	62057248	62122656	-	Glce	protein_coding	Glce	ensembl_havana	21.2561	25.0995	23.6903	24.2291	24.3239	23.5494	24.5918	23.2432	20.427	21.1777
19	30098447	30175430	-	Gldc	protein_coding	Gldc	ensembl_havana	61.913	65.6034	66.9313	72.0372	77.3922	60.3128	59.2293	59.6253	53.9547	55.4804
9	54286486	54341787	+	Gldn	protein_coding	Gldn	ensembl_havana	2.18658	2.4418	2.43638	1.95717	1.89874	2.27281	1.78465	1.91707	2.00669	1.74014
2	29935426	29960372	+	Gle1	protein_coding	Gle1	ensembl_havana	18.0023	19.1623	16.217	17.4622	14.7116	15.8748	17.9887	18.9568	17.9851	19.4376
8	111154421	111259217	-	Glg1	protein_coding	Glg1	ensembl_havana	94.5708	88.4163	92.4884	92.7974	90.5712	93.0446	105.911	94.6104	87.7373	86.6657
10	127329882	127341975	-	Gli1	protein_coding	Gli1	ensembl_havana	12.6069	11.4306	11.5836	12.8865	9.44556	12.46	14.7091	16.2544	11.5194	9.76129
1	118834132	119053620	-	Gli2	protein_coding	Gli2	ensembl_havana	14.655	13.0704	13.4968	14.3887	12.0487	11.3522	13.8709	12.7666	11.3177	10.6738
13	15463235	15730027	+	Gli3	protein_coding	Gli3	ensembl_havana	19.3601	17.2595	20.0732	20.067	18.2104	11.4094	16.4666	13.9914	15.2034	13.0929
10	111985448	112002632	-	Glipr1	protein_coding	Glipr1	ensembl_havana	0.761215	0.981568	0.523227	0.964855	0.883746	0.742442	0.743663	1.45114	0.976852	0.806459
4	43957401	43979119	+	Glipr2	protein_coding	Glipr2	ensembl_havana	2.43567	1.99894	2.9595	1.70909	1.64798	2.90095	3.02843	2.60931	2.46321	2.28125
4	107434591	107635062	+	Glis1	protein_coding	Glis1	ensembl_havana	1.99284	1.58002	2.40649	2.02609	1.44498	1.63325	2.04152	1.97032	1.66695	1.17781
16	4594713	4624925	+	Glis2	protein_coding	Glis2	ensembl_havana	25.2968	21.1852	24.6319	24.1464	21.7808	22.1793	27.9716	27.7296	18.7495	17.4534
19	28258851	28680078	-	Glis3	protein_coding	Glis3	ensembl_havana	7.86036	10.0662	9.11746	8.71044	9.6366	8.97672	8.58487	10.1308	7.72918	7.25733
5	107548967	107597889	-	Glmn	protein_coding	Glmn	ensembl_havana	3.09991	3.55493	3.00435	3.43187	4.13174	2.44412	3.00139	3.11518	3.17455	6.18572
3	88325023	88331314	+	Glmp	protein_coding	Glmp	ensembl_havana	39.2736	41.4134	39.2346	34.566	34.1997	37.1286	38.3545	37.0216	33.3371	31.6604
11	19720355	19721473	+	Glns-ps1	processed_pseudogene	Glns-ps1	havana	29.5781	26.7382	29.7507	30.4261	30.5927	23.5183	23.7536	31.8526	22.6731	25.4705
17	30584936	30626872	-	Glo1	protein_coding	Glo1	ensembl_havana	43.7916	46.6013	47.3182	49.2728	45.7069	46.9572	43.5895	45.0674	45.5052	46.4364
11	76120987	76243726	-	Glod4	protein_coding	Glod4	ensembl_havana	17.8114	18.481	18.28	16.805	18.1503	17.2389	15.856	18.8101	15.2579	17.6527
17	30901817	30940792	+	Glp1r	protein_coding	Glp1r	ensembl_havana	0.401415	0.706278	0.209351	0.441131	0.334453	0.491188	0.432718	0.51928	0.33984	0.795849
11	67661502	67771154	-	Glp2r	protein_coding	Glp2r	ensembl_havana	0.0139385	0.0001	0.0449395	0.0414466	0.0836881	0.0572033	0.0136193	0.0001	0.0319506	0.2123
11	55514238	55608199	-	Glra1	protein_coding	Glra1	ensembl_havana	0.235354	0.167668	0.119672	0.206833	0.489688	0.0229413	0.0676966	0.0134123	0.159353	1.3794
X	165129017	165327394	-	Glra2	protein_coding	Glra2	ensembl_havana	0.0139385	0.0599456	0.29903	0.0965755	0.453864	0.0115207	0.270487	0.0932862	0.0638012	1.05049
8	55940460	56130071	+	Glra3	protein_coding	Glra3	ensembl_havana	0.3599	0.13176	0.209351	0.358438	1.17033	0.0686239	0.270487	0.0932862	0.350457	1.78258
X	136757674	136780142	-	Glra4	protein_coding	Glra4	ensembl_havana	0.0277769	0.0001	0.0001	0.0552289	0.0001	0.0115207	0.0001	0.0001	0.0001	0.19108
3	80843599	80913661	-	Glrb	protein_coding	Glrb	ensembl_havana	15.3331	15.3445	13.2128	14.2371	14.616	17.0627	16.8992	18.8105	14.2267	15.6606
13	75839868	75850155	+	Glrx	protein_coding	Glrx	ensembl_havana	3.84719	3.80628	3.91609	4.06585	4.14368	3.39203	3.9883	4.16685	2.78173	3.23615
1	143716338	143749677	+	Glrx2	protein_coding	Glrx2	ensembl_havana	10.6419	11.1553	9.20715	11.0259	11.3442	10.8269	10.6939	10.9694	10.1711	9.84615
7	137437614	137468595	+	Glrx3	protein_coding	Glrx3	ensembl_havana	6.2896	6.05565	7.28698	5.66763	5.50182	5.5327	5.98216	5.90068	7.20173	6.83788
12	105032688	105042907	+	Glrx5	protein_coding	Glrx5	ensembl_havana	5.71538	6.1642	6.11322	6.62935	5.23033	5.5277	5.7323	5.41821	6.32776	5.79317
1	52163448	52233233	-	Gls	protein_coding	Gls	ensembl_havana	79.2806	67.6255	86.3016	88.2476	87.5528	68.2387	87.9297	80.6864	83.6505	98.2588
10	128194457	128210005	+	Gls2	protein_coding	Gls2	ensembl_havana	0.553638	0.371143	0.328923	0.386002	0.418041	0.331299	0.567912	0.572529	0.382307	0.67914
5	127632262	127709375	+	Glt1d1	protein_coding	Glt1d1	ensembl_havana	0.636669	0.395081	0.343869	0.482478	0.477746	0.434085	0.459757	0.505968	0.424775	0.700359
3	85869849	85887517	-	Glt28d2	protein_coding	Glt28d2	ensembl_havana	4.66703	3.27395	3.41062	3.08811	3.96766	3.5934	3.61736	3.1516	3.47201	5.30984
14	31001400	31011992	+	Glt8d1	protein_coding	Glt8d1	ensembl_havana	16.9522	15.7156	17.5473	14.4025	15.3923	14.4587	16.9668	16.7471	15.2247	16.1379
10	82650433	82690651	-	Glt8d2	protein_coding	Glt8d2	ensembl_havana	11.1954	11.8376	11.1054	9.12392	9.94705	13.054	12.3973	14.018	12.5068	11.5225
5	114669398	114690985	-	Gltp	protein_coding	Gltp	ensembl_havana	10.974	8.7615	9.77508	8.2143	8.39474	7.36642	9.09861	9.87783	7.48499	6.21756
7	125075351	125076008	+	Glud-ps	processed_pseudogene	Glud-ps	havana	2.02859	1.74577	2.1139	2.16097	1.76241	2.10136	2.25632	2.21172	1.83384	1.99758
14	34310727	34345266	+	Glud1	protein_coding	Glud1	ensembl_havana	34.8235	30.7386	33.6534	30.9854	31.9835	32.5831	37.5719	33.2127	37.3429	31.6044
1	153899944	153909724	+	Glul	protein_coding	Glul	ensembl_havana	873.926	819.288	880.727	896.507	814.378	712.442	837.053	805.853	778.99	818.125
19	12633308	12653912	+	Glyat	protein_coding	Glyat	ensembl_havana	0.0277769	0.0001	0.0001	0.0001	0.0478646	0.0115207	0.0541773	0.0267246	0.0531843	0.0001
15	103562759	103565082	-	Glycam1	protein_coding	Glycam1	ensembl_havana	0.0277769	0.0001	0.25419	0.0827933	0.2031	0.0001	0.0136193	0.0267246	0.0531843	0.01071
9	106152857	106158139	-	Glyctk	protein_coding	Glyctk	ensembl_havana	1.32859	1.37655	1.34528	0.964855	1.50469	1.34774	1.35203	1.23814	1.48646	1.55977
16	5013909	5049864	-	Glyr1	protein_coding	Glyr1	ensembl_havana	49.1122	56.4823	46.9165	49.8366	48.051	48.3321	52.6713	53.715	50.2815	46.9711
12	104473331	104477760	+	Gm10000	lncRNA	Gm10000	ensembl_havana	0.138485	0.0120691	0.119672	0.151704	0.0598058	0.0914652	0.0676966	0.106598	0.0638012	0.0637599
6	128187818	128200624	-	Gm10010	lncRNA	Gm10010	ensembl_havana	1.90981	1.98697	2.04777	1.8607	2.14951	1.94161	1.87929	2.01026	1.86867	2.45101
17	25901856	25902228	+	Gm10012	transcribed_processed_pseudogene	Gm10012	ensembl_havana	0.454595	0.115825	0.604144	0.779347	0.307296	0.112073	1.15061	0.19668	0.910299	0.899257
9	110989499	111008030	+	Gm10030	lncRNA	Gm10030	ensembl_havana	0.0416154	0.0719147	0.104725	0.0552289	0.358335	0.114307	0.108255	0.253034	0.127502	0.23352
8	69366510	69395540	-	Gm10033	transcribed_unprocessed_pseudogene	Gm10033	havana	10.1437	10.3534	11.7114	11.5358	12.6338	10.1302	13.898	13.2991	11.8273	12.0106
18	15832794	15833328	+	Gm10036	processed_pseudogene	Gm10036	ensembl_havana	4.52548	3.12411	5.6409	4.8785	3.44223	4.0741	4.32675	4.08216	4.41981	3.46532
13	67831106	67844036	+	Gm10037	protein_coding	Gm10037	ensembl_havana	0.401415	0.538711	0.373762	0.344655	0.167276	0.399823	0.581431	0.332908	0.552177	0.23352
11	100361716	100362127	-	Gm10039	processed_pseudogene	Gm10039	havana	9.96963	7.5626	7.66794	7.24265	6.9163	7.63556	7.36353	7.06641	9.46119	8.06321
